Latitude,Longitude,pH,EC,Avail-P,Exch-K,Avail-Ca,Avail-Mg,Avail-Zn,Avail-Fe,Avail-Cu,Avail-Mn,Crop_Label
14.49,80.08,8.21,1.54,71.97,629,5494,1407,0.74,16.86,3.22,11.78,Paddy
14.49,80.08,7.91,2.28,14.35,309,5481,1800,3.28,46.62,6.22,18.02,Paddy
14.49,80.06,8.41,0.27,2.96,57,2713,318,0.25,2.62,0.9,6.09,Paddy
14.49,80.08,8.32,0.19,16.14,147,4017,764,0.52,12.08,1.84,5.84,Paddy
14.47,80.07,7.98,0.36,16.5,88,3721,271,0.82,54.4,2.3,3.28,Paddy
14.49,80.08,7.95,2.6,21.37,386,4949,1667,5.42,65.24,6.94,16.7,Paddy
14.49,80.08,8.1,2.22,16.64,328,4814,1558,2.16,59.12,5.02,8.5,Paddy
14.49,80.08,8.12,1.47,16.12,280,4173,1342,1.24,85.16,6.78,22.84,Paddy
14.49,80.08,7.8,1.73,24.62,265,5915,1617,1.8,50.2,5.7,15.26,Paddy
14.48,80.08,8.2,1.11,9.16,95,3249,669,0.3,27.18,2.36,5.94,Paddy
14.48,80.07,7.76,0.47,7.73,79,2901,338,1.96,35.7,2.48,4.16,Paddy
14.45,80.19,8.42,0.47,4.91,265,5607,1607,0.67,29.94,6.8,12.19,Paddy
14.43,80.09,8.65,0.73,18.64,2069,1613,361,0.54,17.36,3.08,13.98,Paddy
14.46,80.08,8.0,0.66,4.43,260,5642,1473,1.41,48.13,6.57,13.81,Paddy
14.44,80.07,5.8,0.3,2.47,46,449,127,1.17,80.63,2.43,1.81,Paddy
14.45,80.08,8.28,0.67,3.39,245,6231,1954,1.3,37.27,6.48,12.41,Paddy
14.42,80.08,7.94,0.83,4.88,64,3023,363,4.63,50.09,3.62,11.0,Paddy
14.42,80.08,6.04,0.24,3.68,170,2943,857,4.13,44.18,1.43,0.95,Paddy
14.42,80.08,8.67,0.85,5.72,122,3464,693,4.02,76.33,5.3,19.62,Paddy
14.42,80.08,8.14,0.33,6.82,190,2443,703,2.04,57.78,5.11,9.19,Paddy
14.43,80.08,7.87,0.92,4.68,40,557,218,2.3,92.6,7.53,19.02,Paddy
14.43,80.08,8.3,0.56,2.87,418,2203,551,1.76,65.98,5.67,9.78,Paddy
14.44,80.08,8.17,0.39,3.75,209,6040,1503,1.2,33.04,4.14,11.99,Paddy
14.43,80.08,6.75,0.28,13.44,156,1722,493,8.09,130.75,4.65,8.17,Paddy
14.44,80.09,8.15,0.83,9.63,255,4550,1239,1.54,55.15,7.19,16.99,Paddy
14.45,80.08,8.2,0.69,6.01,328,6158,1812,1.1,40.72,5.34,8.15,Paddy
14.43,80.08,7.47,0.68,3.81,87,2062,343,10.54,37.55,2.67,3.0,Paddy
14.46,80.08,8.36,0.51,3.93,264,5496,1685,0.85,27.19,4.99,7.44,Paddy
14.43,80.09,8.2,0.26,5.28,117,2636,649,0.39,39.61,3.54,11.96,Paddy
14.44,80.08,8.37,0.67,2.74,290,6465,1989,0.94,29.07,5.74,10.24,Paddy
14.43,80.08,5.96,0.48,9.07,158,1650,559,0.92,133.0,4.58,4.04,Paddy
14.44,80.08,8.11,1.29,3.01,151,3595,958,1.46,29.7,2.11,7.18,Paddy
14.44,80.07,8.18,0.6,4.28,271,5498,1519,0.7,16.83,2.42,8.21,Paddy
14.44,80.08,8.12,0.91,7.96,385,6015,1740,1.05,27.99,2.3,10.61,Paddy
14.43,80.08,7.6,0.43,11.56,245,1058,279,0.87,15.46,0.94,3.4,Paddy
14.42,80.08,6.82,0.43,3.96,119,1365,456,2.4,95.29,4.99,12.09,Paddy
14.43,80.09,8.48,0.58,5.44,115,2552,633,2.46,85.2,4.72,12.64,Paddy
14.46,80.09,8.11,1.05,5.1,185,2559,697,3.97,75.18,3.58,14.04,Paddy
14.46,80.08,8.42,0.73,4.4,254,5307,1683,1.17,34.85,6.42,8.74,Paddy
14.45,80.09,8.27,1.05,5.06,213,4477,1274,2.41,55.91,6.71,18.27,Paddy
14.46,80.09,7.91,0.84,3.07,145,2552,618,4.25,87.3,4.0,11.62,Paddy
14.46,80.09,8.4,0.75,3.79,166,3086,938,1.68,30.81,4.31,13.71,Paddy
14.43,80.09,5.79,0.36,13.36,179,2209,705,1.54,189.62,6.93,26.8,Paddy
14.45,80.09,8.5,1.57,4.75,235,3950,1343,1.41,45.32,5.96,16.81,Paddy
14.43,80.08,8.33,0.24,2.3,85,1630,306,0.8,32.02,2.58,9.66,Paddy
14.43,80.09,8.15,0.79,12.57,176,2678,498,5.92,64.57,3.77,9.9,Paddy
14.46,80.09,7.82,0.78,3.49,181,3311,893,2.18,74.93,5.18,11.33,Paddy
14.43,80.09,7.66,0.6,7.57,126,1592,466,2.67,70.95,4.17,10.58,Paddy
14.44,80.07,7.75,0.5,3.9,47,1462,192,2.14,27.75,1.75,0.71,Paddy
14.44,80.09,8.25,1.05,3.46,157,3634,983,0.78,54.64,6.09,11.7,Paddy
14.44,80.07,7.18,0.71,11.44,163,2530,770,2.17,91.48,3.93,15.25,Paddy
14.37,80.07,7.08,1.04,7.57,156,1915,659,1.67,74.3,4.51,12.89,Paddy
14.38,80.07,6.26,0.58,7.68,151,1551,580,2.63,127.63,5.01,21.32,Paddy
14.39,80.07,8.4,0.52,3.54,203,3007,1099,1.25,44.08,4.52,10.1,Paddy
14.43,80.08,7.2,0.74,27.88,175,1897,672,2.67,87.12,4.68,19.85,Paddy
14.37,80.09,8.43,0.81,6.1,182,2598,476,3.61,48.87,3.69,8.43,Paddy
14.39,80.08,8.33,0.49,13.2,176,2928,625,2.36,56.7,3.76,9.07,Paddy
14.38,80.07,6.93,0.5,5.67,153,1723,611,1.6,82.44,4.27,24.29,Paddy
14.37,80.08,7.4,0.91,5.63,321,3595,1475,1.33,91.06,7.12,29.93,Paddy
14.39,80.08,8.23,1.13,3.02,176,2901,531,1.66,42.63,3.87,2.73,Paddy
14.37,80.07,7.28,0.94,13.34,291,2803,1248,2.75,93.56,6.23,33.07,Paddy
14.38,80.08,8.66,0.91,4.12,107,2368,481,2.33,24.81,3.0,4.29,Paddy
14.37,80.08,7.9,1.06,5.99,282,3325,1292,1.59,86.19,6.77,34.39,Paddy
14.37,80.08,8.44,0.79,3.29,227,3738,1297,0.86,56.28,5.12,18.29,Paddy
14.38,80.08,8.05,0.66,11.43,128,1704,211,3.58,49.07,2.59,8.41,Paddy
14.38,80.08,5.9,0.58,7.44,137,949,259,3.68,74.53,2.78,13.49,Paddy
14.39,80.08,6.47,0.45,6.13,140,1542,523,3.38,95.37,4.03,6.2,Paddy
14.38,80.09,5.8,0.46,5.01,137,1352,414,5.57,100.2,4.02,4.55,Paddy
14.39,80.09,7.6,0.89,3.8,105,2005,309,2.22,36.56,3.47,11.54,Paddy
14.38,80.1,6.43,0.49,5.58,141,1736,454,10.53,78.28,4.46,7.21,Paddy
14.39,80.08,6.91,0.58,3.38,164,1902,713,1.67,84.54,4.19,21.57,Paddy
14.37,80.09,8.62,0.47,4.8,261,2780,698,0.53,51.06,4.26,9.83,Paddy
14.38,80.09,6.14,0.32,2.99,83,864,273,5.26,70.71,2.13,1.5,Paddy
14.37,80.08,8.3,0.59,3.62,186,2960,999,0.41,26.7,3.91,11.84,Paddy
14.37,80.09,8.33,0.43,3.23,202,3229,970,0.53,42.43,4.49,15.25,Paddy
14.38,80.09,5.8,0.44,6.05,108,1181,338,6.37,96.9,3.21,7.95,Paddy
14.39,80.08,8.51,0.58,3.31,139,3096,644,2.47,58.17,5.32,9.13,Paddy
14.37,80.09,7.6,0.51,25.07,371,3103,1312,2.18,106.9,6.02,23.78,Paddy
14.38,80.08,6.05,0.48,3.2,130,1295,446,5.45,111.43,4.61,15.91,Paddy
14.37,80.09,8.55,0.47,5.59,235,3616,1202,0.63,34.83,2.95,14.21,Paddy
14.4,80.09,7.82,2.45,11.12,166,2189,591,2.07,56.9,3.8,16.87,Paddy
14.38,80.07,7.51,0.54,10.66,252,3003,1387,0.63,67.75,4.97,21.52,Paddy
14.39,80.07,7.11,0.58,14.64,179,2043,748,2.39,97.8,5.34,22.25,Paddy
14.38,80.09,6.41,0.4,2.86,180,1727,582,6.62,93.45,5.2,4.6,Paddy
14.37,80.07,7.84,1.52,7.26,336,3518,1509,3.62,64.14,5.93,30.43,Paddy
14.39,80.08,7.91,0.64,2.6,126,1501,646,5.91,75.16,4.12,16.55,Paddy
14.38,80.09,6.45,0.58,6.44,94,1181,466,1.08,66.75,3.0,13.14,Paddy
14.39,80.08,8.06,0.67,1.97,142,1772,664,0.61,51.33,3.58,18.42,Paddy
14.39,80.08,7.93,0.52,4.09,142,1541,591,1.38,66.37,3.6,20.81,Paddy
14.38,80.09,5.95,0.55,4.15,110,1179,373,1.93,101.93,3.63,5.32,Paddy
14.39,80.09,6.72,0.37,8.82,78,949,271,5.19,59.6,2.77,3.83,Paddy
14.4,80.07,8.65,0.79,14.41,228,3868,1400,1.66,66.65,6.23,16.57,Paddy
14.41,80.06,8.27,0.83,11.6,354,4601,1558,1.96,61.0,6.01,16.6,Paddy
14.4,80.06,8.12,1.16,11.82,357,5257,1863,1.01,49.64,5.4,15.18,Paddy
14.4,80.06,8.07,0.69,6.43,310,4956,1857,1.49,48.23,6.62,18.06,Paddy
14.42,80.08,8.06,2.2,10.68,302,3745,1577,4.46,79.53,6.68,28.79,Paddy
14.42,80.07,8.07,2.16,8.16,317,4583,1801,2.07,60.09,6.85,23.02,Paddy
14.41,80.06,8.38,0.44,9.82,320,4019,1303,1.41,43.5,6.0,11.57,Paddy
14.41,80.06,8.24,0.92,8.19,324,4730,1696,2.27,49.38,5.01,13.71,Paddy
14.4,80.06,8.15,0.75,6.54,277,4462,1587,0.98,45.71,5.28,17.97,Paddy
14.42,80.07,7.42,1.33,4.46,223,2518,1046,1.37,106.64,5.42,32.73,Paddy
14.41,80.06,7.91,1.0,13.25,352,4882,1413,1.03,47.69,5.1,16.0,Paddy
14.42,80.08,7.75,0.95,7.98,291,3576,1483,0.95,82.87,6.0,20.5,Paddy
14.4,80.07,7.95,0.71,5.34,257,3527,1512,1.07,56.08,5.97,21.84,Paddy
14.42,80.07,8.08,0.64,6.4,265,3841,1373,0.51,37.2,4.96,14.0,Paddy
14.42,80.08,8.2,0.98,7.68,292,3446,1439,1.24,75.95,6.34,28.22,Paddy
14.4,80.06,7.75,0.89,8.06,278,4555,1490,0.9,58.67,5.7,23.37,Paddy
14.42,80.08,8.19,0.87,3.34,210,2461,1058,0.67,65.68,5.24,19.82,Paddy
14.4,80.06,8.0,2.4,7.67,353,3972,1620,1.59,84.35,5.75,44.12,Paddy
14.4,80.07,7.9,1.83,32.05,194,3258,728,8.11,45.76,5.38,13.1,Paddy
14.42,80.07,6.32,0.78,11.36,108,1951,569,2.78,134.43,5.57,27.23,Paddy
14.41,80.08,8.05,0.6,19.02,103,2016,310,5.65,42.0,1.79,4.94,Paddy
14.4,80.08,8.24,0.77,23.68,181,1895,437,7.01,60.32,4.42,9.02,Paddy
14.4,80.09,6.38,1.01,17.55,189,997,293,8.92,100.36,2.31,2.77,Paddy
14.41,80.09,7.43,0.11,12.95,34,305,94,0.61,8.56,0.36,11.81,Paddy
14.4,80.09,6.73,0.2,9.22,33,251,77,0.63,17.79,0.36,19.52,Paddy
14.39,80.08,8.22,0.41,16.41,127,2086,466,2.49,80.79,4.2,7.3,Paddy
14.41,80.09,8.25,0.79,12.71,164,3295,768,5.21,74.78,4.6,12.11,Paddy
14.41,80.09,8.74,0.49,5.1,55,1065,266,0.74,26.15,2.49,15.01,Paddy
14.42,80.09,8.31,0.5,4.55,164,4489,1066,0.99,35.78,3.88,9.58,Paddy
14.41,80.09,8.35,0.88,9.39,66,895,161,0.95,34.14,1.74,6.47,Paddy
14.42,80.07,8.05,0.5,4.9,115,1783,495,0.74,31.12,3.07,11.17,Paddy
14.42,80.07,8.08,0.59,8.07,125,2780,580,1.04,53.81,4.44,12.61,Paddy
14.42,80.08,8.1,0.53,4.56,90,2474,387,1.83,35.14,2.32,9.97,Paddy
14.42,80.07,8.01,1.26,5.09,90,2514,439,3.3,49.72,3.24,7.51,Paddy
14.42,80.07,7.88,0.67,5.51,88,2593,388,1.99,40.51,3.1,6.89,Paddy
14.42,80.07,7.13,1.46,10.57,75,1915,430,5.44,67.68,3.17,5.22,Paddy
14.42,80.08,6.02,0.53,13.51,104,2741,621,1.52,127.76,5.02,14.85,Paddy
14.42,80.07,8.34,0.88,27.1,282,3207,932,2.08,73.25,6.2,15.32,Paddy
14.41,80.07,7.46,0.86,12.2,126,1652,381,8.51,73.21,3.68,17.91,Paddy
14.41,80.07,8.18,0.93,5.65,89,2337,446,0.88,31.12,2.46,6.94,Paddy
14.37,80.05,8.26,0.81,16.19,149,2969,751,2.08,54.94,3.49,8.55,Paddy
14.38,80.05,8.2,1.91,13.45,143,3031,812,0.9,15.26,4.7,3.15,Paddy
14.38,80.05,6.2,1.24,17.28,112,1017,474,5.86,120.74,3.4,12.23,Paddy
14.37,80.05,6.23,0.66,12.6,118,1610,749,2.09,140.36,4.89,23.06,Paddy
14.38,80.06,8.01,1.83,6.99,176,3650,780,3.86,60.17,4.82,7.61,Paddy
14.41,80.05,7.86,0.68,18.08,252,3307,1176,3.57,86.41,6.16,20.74,Paddy
14.38,80.07,5.25,1.06,13.04,182,2371,902,1.52,210.83,7.68,56.2,Paddy
14.4,80.05,7.25,0.58,22.68,250,3108,1131,1.24,133.17,6.77,30.24,Paddy
14.39,80.06,7.66,0.48,9.97,106,1723,534,1.57,48.82,3.56,22.56,Paddy
14.38,80.07,6.81,0.54,4.84,148,2358,977,1.01,50.88,3.91,32.74,Paddy
14.39,80.07,8.32,0.49,6.1,216,3535,783,3.88,96.81,9.73,20.37,Paddy
14.39,80.05,8.05,0.62,11.95,70,2505,451,1.89,53.64,4.15,10.16,Paddy
14.36,80.12,8.0,1.21,7.67,149,2679,914,1.78,64.9,6.25,26.08,Paddy
14.39,80.05,7.8,4.96,12.58,114,4185,829,1.99,70.16,4.55,14.35,Paddy
14.39,80.06,7.4,0.68,12.17,213,3043,1068,0.95,96.8,7.66,32.24,Paddy
14.38,80.06,8.33,0.71,13.56,207,3315,780,1.91,59.61,6.28,12.09,Paddy
14.39,80.06,7.49,0.68,13.86,243,3024,1093,1.42,114.91,7.58,34.36,Paddy
14.39,80.05,7.24,0.72,10.52,154,1944,830,1.79,75.48,4.39,21.36,Paddy
14.38,80.07,6.86,0.57,7.63,165,2099,759,1.2,91.41,4.9,18.31,Paddy
14.38,80.07,8.03,0.57,6.38,236,3645,1647,0.86,49.19,5.75,35.85,Paddy
14.39,80.06,6.92,0.61,10.61,243,2907,1112,1.55,118.39,7.12,34.5,Paddy
14.39,80.06,6.53,0.9,8.41,169,2423,896,2.58,96.38,6.47,60.26,Paddy
14.4,80.05,7.72,1.03,21.26,245,3001,1172,3.44,109.74,8.2,28.88,Paddy
14.39,80.06,5.7,1.1,9.7,172,2469,927,2.49,149.01,7.3,40.78,Paddy
14.38,80.07,6.8,0.91,19.55,270,3205,1232,2.78,141.55,7.84,27.15,Paddy
14.37,80.06,7.96,0.86,10.11,213,3276,1160,3.23,62.33,5.7,19.36,Paddy
14.39,80.06,6.5,1.28,20.21,234,2776,1041,1.28,147.85,8.54,53.82,Paddy
14.4,80.05,7.91,1.37,38.55,283,4227,1497,3.59,106.39,6.57,31.11,Paddy
14.39,80.06,7.97,0.61,22.57,113,2045,552,3.69,79.12,3.44,11.17,Paddy
14.4,80.06,6.63,0.78,13.9,259,3550,1300,3.66,117.06,7.24,35.05,Paddy
14.4,80.06,7.5,0.71,23.71,283,3414,1308,2.48,123.63,6.82,22.21,Paddy
14.39,80.05,7.13,0.34,10.22,97,1781,291,0.96,44.31,2.34,1.7,Paddy
14.39,80.05,6.75,0.48,10.71,92,1576,380,0.73,53.56,2.42,12.12,Paddy
14.37,80.06,6.05,1.18,29.28,150,1420,433,3.1,159.28,3.75,14.11,Paddy
14.39,80.06,8.0,0.48,14.74,114,2411,555,1.01,39.06,3.26,20.42,Paddy
14.37,80.06,8.23,1.03,5.47,123,2624,417,2.04,33.37,2.59,4.4,Paddy
14.4,80.05,7.83,2.2,30.28,208,3091,1227,4.59,89.71,5.5,21.96,Paddy
14.4,80.05,7.92,0.66,17.77,249,3308,1197,3.56,85.48,6.36,20.38,Paddy
14.4,80.05,8.07,0.71,10.94,265,4296,1455,3.19,80.04,6.01,21.49,Paddy
14.38,80.07,7.5,0.93,10.93,237,3153,1374,3.95,87.85,8.15,39.32,Paddy
14.4,80.05,6.55,1.11,10.83,170,2295,858,8.65,93.79,5.97,52.17,Paddy
14.37,80.06,8.3,0.65,2.49,161,2453,1264,0.25,19.81,2.8,10.36,Paddy
14.4,80.06,8.32,0.55,7.67,226,3390,1409,1.27,51.41,6.37,27.48,Paddy
14.4,80.05,7.33,0.99,16.18,256,3678,1283,4.98,93.72,6.81,34.93,Paddy
14.4,80.06,7.58,0.69,11.38,256,2947,1190,1.19,113.25,7.43,31.83,Paddy
14.41,80.05,8.15,1.33,4.69,187,2852,918,1.12,24.15,3.44,13.69,Paddy
14.39,80.06,7.55,1.26,17.75,132,2777,602,8.86,71.08,4.15,12.3,Paddy
14.4,80.06,7.5,0.94,10.94,269,3811,1307,1.17,76.04,6.53,20.68,Paddy
14.39,80.05,8.35,0.58,7.37,176,3922,907,1.58,43.12,5.62,10.84,Paddy
14.41,80.05,8.0,1.05,24.69,232,4115,1085,3.56,95.94,6.58,18.47,Paddy
14.37,80.06,7.67,1.04,30.2,201,4132,1057,5.06,76.73,6.04,12.01,Paddy
14.37,80.06,7.4,0.89,16.32,246,3181,1323,3.54,99.08,8.34,32.34,Paddy
14.39,80.05,7.9,1.05,9.5,222,4029,1036,1.69,48.0,4.57,10.41,Paddy
14.4,80.05,7.68,0.82,17.17,262,3872,1326,3.86,93.89,6.85,25.77,Paddy
14.39,80.06,7.0,0.45,8.38,177,2471,946,2.49,94.28,6.33,30.0,Paddy
14.39,80.05,8.47,0.41,6.12,93,2942,603,0.93,44.84,3.89,12.48,Paddy
14.39,80.05,8.57,0.41,8.52,110,2505,575,2.82,30.77,3.37,13.45,Paddy
14.39,80.06,6.55,0.47,7.26,174,2619,888,2.37,107.52,7.15,35.22,Paddy
14.41,80.05,6.8,2.32,55.5,216,2884,1023,12.12,146.01,5.92,17.6,Paddy
14.41,80.05,6.42,1.05,39.23,223,2791,1025,4.21,183.94,7.71,22.37,Paddy
15.49,79.5,8.31,0.11,10.71,118,1029,180,0.76,1.96,0.62,8.6,Cotton
15.49,79.5,6.65,0.08,12.38,75,327,126,0.58,15.92,0.6,2.48,Cotton
15.49,79.5,6.74,0.05,3.46,64,381,137,0.26,10.92,0.66,15.36,Cotton
15.49,79.5,6.31,0.03,2.82,129,445,124,0.18,7.72,0.62,16.22,Cotton
15.49,79.5,8.6,0.09,4.74,62,451,163,0.24,0.92,0.28,4.76,Cotton
15.48,79.48,8.88,0.09,20.39,161,3567,1141,0.44,25.7,1.96,9.9,Cotton
15.48,79.48,8.4,0.37,5.76,131,5230,528,0.3,3.72,1.3,10.52,Cotton
15.49,79.48,8.75,0.49,28.67,195,3446,1308,0.48,20.34,2.56,8.84,Cotton
15.48,79.47,8.58,0.29,8.98,164,3472,995,0.38,18.22,2.0,8.38,Cowpea
15.48,79.48,8.7,0.58,16.6,166,3542,1422,0.44,22.34,2.24,10.2,Cowpea
15.48,79.48,8.52,0.75,19.39,146,3518,1526,0.54,25.08,2.56,8.22,Cowpea
15.48,79.48,8.6,0.45,20.11,152,3498,1491,0.68,28.1,2.7,7.78,Cowpea
15.47,79.48,8.45,0.2,5.72,83,6745,491,1.62,2.74,1.22,7.24,Cowpea
15.47,79.48,8.51,0.21,4.85,310,3481,652,0.36,2.98,1.42,12.74,Cowpea
15.49,79.48,8.0,0.1,8.99,544,2024,776,1.16,47.4,3.8,22.5,Cowpea
15.49,79.48,8.55,0.17,16.84,111,3713,1010,0.62,26.24,2.24,10.5,Cotton
15.5,79.48,8.72,0.28,9.65,137,3737,1220,0.28,18.32,1.96,8.36,Cotton
15.49,79.47,9.25,0.65,2.25,161,3189,587,0.18,3.18,0.74,3.62,Cowpea
15.5,79.48,8.91,0.19,7.67,117,3453,1142,0.4,11.0,1.9,8.36,Cowpea
15.49,79.48,8.7,0.55,14.85,150,3701,1191,0.34,17.38,1.96,9.5,Cowpea
15.49,79.48,8.68,0.58,15.53,147,3605,1142,0.26,16.62,1.96,9.76,Cowpea
15.49,79.48,8.62,0.86,19.85,176,3510,1460,0.4,21.62,2.34,8.98,Cowpea
15.48,79.48,8.66,0.81,15.09,181,3369,1431,0.38,18.72,2.24,9.14,Cowpea
15.48,79.48,8.65,0.24,8.31,121,3607,1155,0.34,19.28,2.32,7.3,Cowpea
15.48,79.48,7.62,0.07,5.92,173,3201,516,0.24,3.96,1.46,13.72,Cowpea
15.48,79.48,8.38,0.32,17.5,215,3791,987,0.64,7.34,1.76,7.94,Cowpea
15.48,79.48,8.42,0.25,7.18,147,4061,631,0.34,3.94,1.4,12.14,Cowpea
15.48,79.48,8.56,0.32,17.93,173,3446,1379,0.54,25.3,2.28,8.92,Cowpea
15.48,79.48,8.4,0.08,3.55,86,1991,337,0.26,6.32,1.38,24.28,Cowpea
15.48,79.48,8.55,0.21,32.46,135,2861,651,0.34,3.2,1.18,11.12,Cowpea
15.48,79.5,8.4,1.04,21.75,156,3318,1404,0.4,38.98,2.84,9.12,Cotton
15.5,79.47,8.56,0.21,26.74,112,3094,1136,0.48,34.22,2.08,9.78,Cotton
15.49,79.48,8.21,0.72,19.86,527,3185,840,0.7,5.6,1.46,25.48,Cotton
15.49,79.47,8.45,0.13,3.38,189,3477,796,0.32,2.28,1.1,8.86,Cotton
15.49,79.48,8.4,0.4,39.29,495,2749,990,0.9,26.14,2.16,9.76,Cotton
15.49,79.48,8.95,0.37,10.52,346,2529,820,0.54,29.64,2.28,14.46,Cotton
15.49,79.48,8.5,1.11,83.72,1402,2776,1414,1.16,73.16,3.98,14.82,Cotton
15.49,79.48,8.51,0.25,6.52,122,6625,1092,0.28,3.78,1.2,7.52,Cotton
15.48,79.49,8.79,0.22,9.87,169,3871,1006,0.3,10.6,1.74,7.12,Cotton
15.49,79.49,8.82,0.28,20.46,203,3596,1033,0.34,17.06,1.96,7.1,Cowpea
15.49,79.49,7.42,0.12,2.35,104,2865,393,0.14,4.46,1.34,28.06,Cowpea
15.49,79.47,8.41,0.2,4.9,167,3662,482,0.26,3.7,1.06,11.2,Cowpea
15.48,79.49,8.52,0.36,20.32,120,3265,1204,0.26,23.58,2.04,7.56,Cowpea
15.49,79.5,8.35,0.28,18.54,89,1776,924,0.6,19.72,2.06,10.96,Cowpea
15.49,79.5,8.44,0.22,24.15,113,3741,1025,0.34,14.66,1.82,8.1,Cowpea
15.49,79.49,7.72,0.08,4.87,59,1598,401,0.32,1.86,0.8,10.44,Cowpea
15.49,79.49,7.95,0.09,3.74,128,2695,584,0.28,3.36,1.08,11.56,Cowpea
15.48,79.49,8.4,0.15,3.59,99,3369,1030,1.12,5.74,1.64,12.06,Cowpea
15.48,79.47,8.26,0.12,5.79,174,3886,345,0.18,4.22,1.28,8.22,Cowpea
15.49,79.48,8.05,0.19,5.4,140,3639,497,0.2,3.8,1.26,12.06,Cowpea
15.49,79.5,6.38,0.09,2.56,46,990,223,0.14,6.68,0.7,16.06,Cowpea
15.48,79.5,8.65,0.36,5.43,120,3504,757,0.64,14.46,1.68,12.96,Paddy
15.48,79.48,8.52,0.13,9.11,110,2413,546,0.26,8.56,1.44,14.56,Cowpea
15.47,79.48,8.7,0.24,12.83,174,2889,678,0.72,21.36,1.84,8.0,Pigeonpea
15.47,79.48,8.26,0.27,18.82,636,2994,641,1.04,5.02,1.68,23.54,Pigeonpea
15.48,79.47,7.25,0.12,5.29,166,2052,385,0.22,4.86,1.26,5.98,Green gram
15.47,79.48,8.6,0.23,5.83,190,3091,431,0.38,7.14,1.42,19.4,Pigeonpea
15.46,79.45,8.5,0.14,13.73,48,2027,594,0.26,16.98,1.48,20.98,Pigeonpea
15.48,79.48,7.61,0.15,18.88,263,2463,493,0.4,3.78,1.6,14.1,Cowpea
15.46,79.45,7.95,0.18,4.47,55,1919,210,0.36,3.9,0.9,18.44,Cowpea
15.48,79.48,8.35,0.23,19.59,381,3191,653,0.44,3.74,1.48,6.26,Cowpea
15.47,79.47,8.31,0.19,20.8,623,2998,585,1.02,2.7,1.26,10.74,Cowpea
15.48,79.48,8.56,0.26,18.6,147,2625,1109,0.44,28.08,2.36,11.28,Cowpea
15.48,79.48,8.6,0.17,11.68,80,2778,633,0.78,15.58,1.9,13.6,Cowpea
15.48,79.48,8.32,0.38,8.34,91,2546,468,0.26,3.86,1.2,17.34,Cowpea
15.47,79.48,8.3,0.2,15.42,39,1875,510,1.2,19.24,1.72,39.14,Cowpea
15.46,79.54,8.7,0.43,18.6,152,2336,661,1.06,30.28,1.62,8.88,Paddy
15.45,79.54,8.85,0.38,10.37,147,2279,622,0.86,16.56,1.42,8.0,Paddy
15.45,79.54,8.9,0.44,19.47,218,2346,827,0.52,24.9,1.94,12.3,Pigeonpea
15.45,79.54,8.27,0.71,8.34,199,3172,1004,3.22,9.54,1.72,16.2,Paddy
15.45,79.55,8.58,0.62,11.23,272,2209,382,0.92,19.86,1.28,7.36,Cowpea
15.45,79.54,7.91,0.28,15.33,526,2369,310,0.82,6.64,0.96,15.42,Paddy
15.46,79.53,9.23,0.44,13.01,110,2067,603,0.44,35.2,1.52,14.0,Pigeonpea
15.46,79.53,8.92,0.26,5.74,97,1387,611,0.3,18.72,1.16,6.46,Pigeonpea
15.45,79.54,8.75,0.39,20.81,192,1799,727,0.34,20.18,1.84,9.16,Paddy
15.45,79.54,8.27,0.61,7.88,170,2896,1107,2.96,6.54,1.9,18.74,Paddy
15.5,79.45,8.3,0.13,6.3,150,3011,269,0.24,3.18,1.28,9.76,Cowpea
15.49,79.46,8.68,0.11,6.84,108,2459,557,0.24,5.94,1.36,8.52,Cowpea
15.49,79.47,7.32,0.13,9.62,142,2431,415,0.26,4.12,1.48,13.46,Cowpea
15.49,79.46,8.5,0.14,5.5,125,3429,410,0.32,4.1,1.26,5.76,Cowpea
15.49,79.46,8.4,0.2,7.28,79,1083,515,0.38,1.54,0.82,8.44,Cowpea
15.49,79.46,8.1,0.1,7.11,139,1994,197,0.32,3.14,1.2,12.38,Cowpea
15.49,79.45,8.44,0.13,4.7,122,4258,403,0.38,4.66,1.46,9.84,Cowpea
15.49,79.46,8.6,0.12,3.3,71,1593,430,0.24,3.46,1.06,7.62,Cotton
15.49,79.46,8.36,0.08,5.83,100,2245,445,0.32,3.2,1.02,8.1,Cotton
15.49,79.46,8.57,0.1,7.08,98,2979,219,0.3,1.74,0.82,6.62,Cotton
15.49,79.45,8.22,0.08,8.66,94,2197,271,0.3,1.94,0.9,8.24,Cotton
15.49,79.46,8.4,0.17,23.7,109,2541,798,0.7,29.42,2.3,9.16,Cowpea
15.49,79.44,8.38,0.07,7.1,77,1247,81,0.32,2.04,0.44,4.7,Cowpea
15.49,79.37,7.11,0.05,8.37,78,1323,165,0.2,4.1,0.8,9.08,Cowpea
15.47,79.46,7.7,0.05,3.05,95,913,148,0.52,2.82,0.58,7.58,Cotton
15.48,79.48,6.25,0.08,4.98,46,960,180,0.28,7.9,0.8,14.24,Cow pea
15.48,79.46,7.02,0.09,6.12,65,1386,231,0.28,3.68,0.86,11.48,Cotton
15.49,79.47,6.68,0.05,3.07,43,657,132,0.28,5.2,0.56,9.06,Cowpea
15.49,79.47,8.36,0.19,4.53,44,1583,361,0.44,22.78,1.66,11.06,Cowpea
