Latitude,Longitude,Soil_type,Crop_type,pH,EC,OC,Avail_P,Exch_K,Avail_Ca,Avail_Mg,Avail_S,Avail_Zn,Avail_B,Avail_Fe,Avail_Cu,Avail_Mn
15.39,75.28,Black,Pacha Jonna,8.72,1.11,0.34,1.57,178,6427,1158,45.92,0.45,5.1,13.61,1.14,11.52
15.38,78.29,Black,Mahendra Jonna,9.03,0.39,0.28,2.36,108,5937,820,11.79,1.14,1.84,5.37,0.86,4.49
15.39,78.29,Black,Mahendra Jonna,8.41,16.95,0.29,4.36,121,7204,842,2539.58,0.21,13.73,6.75,0.87,8.41
15.39,78.29,Black & Red,Jonna,8.37,0.23,0.68,14.85,155,5858,1030,13.69,1.15,1.76,10.8,2.81,15.31
15.38,78.28,Black,Dhanyalu,8.67,0.36,0.34,4.78,200,7384,812,15.58,0.26,1.62,9.72,0.98,16.34
15.38,78.28,Black,Jonna,8.43,0.23,0.26,6.98,196,7587,739,11.18,0.26,1.05,9.21,0.97,10.39
15.39,78.29,Black,Jonna,8.74,0.27,0.22,5.27,170,8257,1081,8.31,0.16,1.43,7.43,0.82,7.44
15.39,78.29,Black,Senaga,8.65,0.22,0.37,5.36,164,9003,1035,4.42,0.2,0.99,8.31,0.72,6.39
15.39,78.29,Black,Senaga,8.2,0.27,0.53,10.35,174,8705,571,14.04,0.25,0.79,10.26,1.05,12.78
15.39,78.29,Chowdu,Fodder Crops,8.5,1.92,0.86,33.42,2409,3128,168,96.21,1.61,4.07,1.82,1.61,9.51
15.38,78.28,Garuku,Pacha Jonna,8.31,8.8,0.26,4.35,111,8729,868,1623.95,0.22,8.44,5.77,0.73,6.25
15.39,78.29,Black,Senaga,8.8,0.3,0.35,4.7,155,7913,810,8.04,0.21,1.55,7.11,0.83,5.28
15.39,78.29,Black,Mahendra Jonna,8.96,0.45,0.33,5.57,132,6908,934,22.46,0.34,3.27,5.69,0.87,9.07
15.39,78.29,Black,Vari,8.38,0.62,0.53,38.55,216,7095,1441,72.31,3.15,3.02,36.0,3.41,16.42
15.39,78.29,Black,Senaga,8.77,0.29,0.33,4.28,132,7118,1326,7.87,0.15,1.87,6.79,0.78,4.72
15.37,78.27,Black,Jonna,8.91,0.6,0.22,1.91,114,7278,1158,50.05,0.2,5.26,4.25,0.92,7.18
15.38,78.28,Black,Senaga,8.78,0.92,0.3,2.82,130,7453,1358,71.96,0.22,3.39,4.4,0.82,6.83
15.38,78.29,Black,Vari,8.28,0.72,0.46,39.95,228,7459,1538,77.31,3.16,3.04,34.09,3.44,15.2
15.37,78.29,Black,Senaga,8.26,0.18,0.39,7.03,172,8673,693,10.81,0.33,0.98,8.7,0.96,7.52
15.37,78.28,Black,Senaga,8.78,0.28,0.37,5.18,138,7899,798,7.08,0.22,1.75,7.06,0.82,5.34
15.37,78.29,Black,Senaga,8.76,0.29,0.36,3.28,135,7901,820,7.01,0.22,1.65,7.21,0.84,4.97
15.38,78.29,Black,Dhanyalu,8.92,0.46,0.48,3.46,132,7041,946,18.22,0.3,3.31,5.65,0.89,8.57
15.36,78.27,Black,Vari,8.4,0.93,0.48,10.87,211,7113,1414,119.25,1.21,3.81,17.53,2.36,28.92
15.38,78.29,Red ,Sunflower,8.26,0.23,0.51,15.61,143,4813,252,13.17,0.6,1.04,3.71,1.25,16.62
15.37,78.28,Black,Jonna,8.92,0.35,0.31,2.61,129,7491,967,10.41,0.27,1.95,5.15,0.76,6.39
15.38,78.28,Black,Jonna,9.13,0.32,0.28,6.25,69,6334,1040,24.42,0.18,1.36,2.29,0.54,2.44
15.37,78.29,Sowdu,Jonna,8.62,1.91,0.19,3.38,184,5932,1336,208.52,0.62,8.06,4.9,0.93,3.91
15.37,78.29,Black,Jonna,9.01,0.34,0.3,2.77,58,7218,1090,16.51,0.39,1.49,3.95,0.62,2.34
15.37,78.28,Black & Red,Vari,7.8,6.55,0.38,16.24,138,5309,500,169.23,1.05,2.52,4.58,1.92,31.88
15.37,78.29,Black,Mahendra Jonna,8.56,0.35,0.39,5.45,248,9029,1453,9.14,0.31,2.1,15.86,1.21,13.43
15.39,78.29,Black,Sunflower,8.18,1.33,0.44,4.24,187,6655,699,27.92,0.31,1.82,9.14,1.11,17.53
15.38,78.29,Sudda,Mahendra Jonna,8.74,0.25,0.06,0.69,23,2722,215,5.74,0.13,0.29,0.74,0.34,1.4
15.38,78.29,Thella kattu,"Korra, Maagu",8.31,0.59,0.39,9.69,96,6444,387,36.93,0.21,1.5,5.29,1.12,11.12
15.38,78.29,Black & Mooru,Vari,8.04,2.4,0.26,10.83,155,6283,759,603.73,1.52,2.66,17.65,2.32,15.27
15.37,78.29,Black,Jonna,8.44,0.35,0.3,13.86,245,6142,715,16.08,0.3,1.21,6.21,1.09,14.07
15.37,78.29,Black,Sunflower,8.88,0.37,0.4761699916874477,2.65,127,6739,505,13.59,0.25,1.31,5.84,0.82,7.6
15.35,78.26,Chowdu,Vari,7.9,2.15,0.65,28.97,139,4876,605,176.13,6.11,1.42,15.47,2.17,14.36
15.36,78.27,Chowdu +Nalla regadi,Jonna,8.9,0.31,0.38,4.7,175,6384,753,4.01,0.4,0.96,11.78,1.06,8.06
15.36,78.26,Black,Dhanyalu,8.88,0.29,0.34,2.87,229,8148,1211,7.34,0.33,0.7,12.51,0.9,8.53
15.35,78.27,Chowdu,Vari,8.32,2.35,1.05,40.03,242,4523,867,250.99,3.46,4.24,17.68,3.07,10.66
15.34,78.26,red,groundnut,8.39,0.15,0.65,14.47,160,8185,538,4.21,0.48,0.54,6.74,1.15,7.16
15.34,78.25,red,groundnut,8.78,0.18,0.3,7.35,156,5022,271,6.28,0.36,0.59,3.37,0.83,6.99
15.36,78.27,Sand+Ondu+White,Vari,8.02,0.7,0.59,18.08,156,4990,551,116.26,0.63,0.77,35.76,2.31,13.67
15.35,78.28,Sudda Neela,Vari,8.32,0.53,0.82,49.09,127,5530,593,44.46,1.13,1.37,30.5,2.34,9.0
15.36,78.26,Sand +Ondu,Vari,8.24,0.66,0.43,22.63,155,5418,646,71.09,3.29,0.91,37.39,2.46,14.98
15.35,78.26,Chowdu,Jonna+ sunflower,7.92,3.5,0.21,5.42,209,8110,854,40.23,0.43,1.25,8.35,1.11,14.9
15.35,78.27,Nalla regadi,Dhanyalu,9.16,0.71,0.53,2.69,152,6064,683,21.05,0.33,3.06,6.63,0.82,5.82
15.36,78.27,Red,Sunflower,8.56,0.23,0.41,5.09,126,7029,272,5.92,0.33,0.86,4.75,1.34,12.51
15.35,78.27,Nalla regadi,"Dhanyalu , Jonnalu",8.78,0.28,0.33,4.02,211,8457,1314,4.85,0.37,0.78,10.24,0.93,6.54
15.35,78.26,Sand,Vari,8.92,0.64,0.38,6.08,105,6134,1123,51.54,2.14,2.07,13.71,1.85,8.79
15.36,78.27,Nalla regadi,Vari,8.67,0.38,0.31,7.59,82,4082,477,27.27,1.6,0.78,35.39,2.0,15.5
15.34,78.27,Nalla regadi,Vari,9.1,0.67,0.2,3.59,141,6759,1696,32.13,1.5,4.56,6.59,1.89,8.16
15.35,78.27,Gurugu ,Vari,8.24,0.33,0.46,20.27,189,6345,810,17.95,0.59,0.82,8.49,1.62,17.87
15.35,78.28,Red,Vari,8.69,0.58,0.55,4.69,116,4050,554,67.03,0.41,1.68,6.03,1.02,14.78
15.35,78.26,Black,Dhanyalu,8.93,0.31,0.28,3.88,184,6634,709,4.59,0.34,0.86,9.84,0.95,9.66
15.36,78.26,Black,Vari,8.38,0.46,0.57,3.99,176,7729,915,20.04,0.51,0.81,9.49,1.27,11.71
15.34,78.26,Black,Jonna,8.84,0.29,0.34,4.94,216,7292,1033,5.14,0.34,1.02,9.8,1.04,6.87
15.34,78.25,Chowdu,Dhanyalu,8.33,0.2,0.59,13.06,236,7748,632,5.46,0.44,0.77,8.2,1.46,9.4
15.35,78.27,Sudda Neela,Vari,8.91,2.55,0.3,4.67,102,3421,280,161.89,1.67,2.17,6.64,1.36,13.23
15.36,78.27,Nalla regadi,Jonna,8.72,1.08,0.25,1.29,130,7373,1325,87.87,0.32,2.31,4.92,1.0,5.02
15.34,78.26,Nalla regadi,Vari,8.31,0.48,0.45,6.16,155,7711,1324,33.9,1.28,0.74,13.82,2.02,10.41
15.35,78.27,Chowdu,Vari,8.25,1.7,0.34,26.9,167,7568,1104,162.5,5.17,1.28,21.55,2.32,10.23
15.36,78.27,Chowdu,Vari,8.93,1.11,0.36,12.46,212,6366,1188,88.38,1.6,2.62,19.23,2.22,11.63
15.33,78.25,Chowdu,Vari,8.8,0.85,0.38,9.36,107,4470,491,113.58,1.88,1.17,22.05,2.26,12.95
15.35,78.26,Sudda Neela,Vari,8.54,0.99,0.92,42.61,172,4039,579,156.14,1.57,2.86,18.2,2.61,14.09
15.36,78.26,Tella masaka,Jonna,8.28,0.17,0.51,7.19,181,8170,480,5.77,0.63,0.66,8.97,1.22,8.21
15.35,78.28,Chowdu + Nalla regadi,Vari,8.61,0.44,0.28,5.36,104,7238,1206,39.76,0.77,0.94,12.17,1.68,7.97
15.34,78.26,red,groundnut,8.82,0.25,0.38,4.69,176,7531,965,10.55,0.32,1.01,6.05,0.88,6.26
15.33,78.25,Black,Bengalgram,9.13,0.38,0.18,2.81,154,6377,794,14.51,0.34,2.01,6.96,0.95,7.38
15.35,78.26,Black,Bengalgram,8.55,0.18,0.38,3.05,163,6697,608,7.18,0.33,0.62,9.14,0.98,5.08
15.35,78.27,Black,Paddy,9.01,0.34,0.34,3.54,200,6719,817,6.97,0.34,1.91,10.34,1.12,6.12
15.36,78.27,Black,Paddy,9.07,0.28,0.3,3.96,168,6033,550,4.88,0.36,1.22,8.76,0.89,5.21
15.34,78.26,Black,Paddy,8.3,0.33,0.52,14.97,242,7639,832,21.03,0.77,1.08,10.05,1.56,13.54
15.34,78.29,Nalla regadi,Jonna/Senaga,8.98,0.28,0.22,1.28,77,8352,1101,5.01,0.27,1.48,5.94,0.81,5.27
15.32,78.28,Nalla regadi,Jonna,8.23,0.39,0.27,4.95,248,6918,832,6.94,0.37,2.08,11.52,1.12,15.63
15.32,78.29,Nalla regadi,Jonna,9.04,0.46,0.19,0.75,123,7849,1065,25.26,0.17,1.26,5.08,0.65,6.03
15.33,78.28,Nalla regadi,Dhanyalu,8.99,0.63,0.29,0.55,101,7150,1250,27.21,1.05,4.6,6.0,0.88,4.53
15.32,78.29,Nalla regadi,Jonna,8.62,0.33,0.25,10.82,144,8511,1168,10.8,0.29,1.69,5.87,0.93,8.71
15.34,78.29,Nalla regadi,Vari,7.9,0.91,0.29,9.28,134,7426,991,795.46,0.19,2.21,9.64,0.86,6.0
15.33,78.27,Nalla savudu,Jonna,8.51,0.45,0.32,11.3,156,8501,1027,26.47,0.21,1.29,14.43,0.91,10.09
15.36,78.25,Black,Paddy,8.02,2.44,0.61,25.41,169,7602,1346,479.01,1.4,3.32,19.41,2.91,13.43
15.38,78.24,Chowdu,Jonna,8.73,0.27,0.33,7.21,251,6465,594,8.04,0.43,1.35,12.3,1.21,10.54
15.36,78.25,Chowdu,Vari,8.74,0.62,0.35,10.34,322,7173,1710,51.09,0.82,2.79,18.07,2.62,12.04
15.35,78.23,red,groundnut,8.34,0.18,0.39,6.78,189,7302,680,6.33,0.42,0.66,8.67,1.17,12.64
15.37,78.25,Regadi,Senaga,8.5,0.69,0.72,15.56,230,6944,893,59.62,0.48,2.87,12.07,2.09,8.11
15.35,78.23,red,groundnut,8.4,0.14,0.4,6.22,111,5772,575,4.23,0.38,0.72,9.26,1.32,6.32
15.38,78.26,Chowdu,Vari,8.91,1.26,0.38,26.93,223,4827,1751,145.28,0.96,4.76,15.79,2.8,9.68
15.36,78.25,Nalla regadi,Mahendra Jonna,8.92,0.35,0.3,2.21,155,7198,1158,7.81,0.31,0.99,9.04,0.84,5.29
15.36,78.24,Chowdu,Vari,9.08,0.88,0.2,5.08,133,4941,1139,84.76,1.69,2.98,15.56,1.67,8.65
15.36,78.24,Chowdu,Vari,8.89,0.95,0.4,15.88,137,5095,975,119.23,2.98,2.54,31.53,2.02,10.27
15.36,78.24,Chowdu,Vari,9.4,2.08,0.11,4.36,166,3555,391,94.41,0.57,2.08,9.31,1.67,14.89
15.38,78.23,Regadi,Vari,9.06,0.54,0.29,6.47,189,6381,855,20.78,0.48,2.81,10.91,1.39,10.49
15.36,78.24,Regadi,Jonna,8.37,0.18,0.56,29.13,296,5103,629,6.23,0.91,1.36,7.43,1.58,7.95
15.36,78.25,Regadi,Senaga,8.95,0.25,0.28,3.85,206,7718,751,3.75,0.33,1.18,8.08,0.9,5.65
15.38,78.25,Chowdu,Jonna,9.18,0.36,0.27,5.59,165,5054,827,4.96,0.31,1.76,9.34,0.99,5.83
15.36,78.26,Chowdu,Jonna,9.17,0.37,0.27,6.34,191,5380,906,5.92,0.31,1.88,9.17,1.02,6.02
15.36,78.26,Chowdu,Sunflower,8.75,0.26,0.31,4.69,237,7385,684,5.78,0.4,1.26,10.28,1.13,9.74
15.37,78.25,Red,Sunflower,8.29,0.22,0.43,9.35,174,5642,279,11.65,0.44,0.68,7.32,1.37,17.58
15.37,78.26,Nalla regadi,Erra senaga,8.8,0.31,0.37,3.14,206,7643,978,7.53,0.36,0.93,11.77,1.06,8.41
15.37,78.25,Nalla regadi,Erra senaga,8.92,0.24,0.37,2.35,154,5946,539,4.53,0.39,0.88,8.88,0.91,6.38
15.36,78.26,Nalla regadi,Erra senaga,8.9,0.38,0.32,4.42,216,7571,913,6.0,0.36,2.11,9.09,1.15,6.92
15.38,78.26,Chowdu,Sunflower,8.31,0.17,0.44,7.86,149,5481,295,5.29,0.45,0.56,6.11,1.27,12.04
15.37,78.25,"Black, chowdu",Sunflower,8.93,0.26,0.31,2.53,200,7558,758,3.05,0.34,0.92,11.16,1.12,7.21
15.36,78.25,Black,Vari,8.39,0.97,0.4,21.36,188,7253,1333,148.26,0.85,1.88,20.71,2.2,12.41
15.37,78.24,Chowdu,Jonna,8.72,0.23,0.49,5.92,127,6653,436,3.24,0.37,0.59,5.7,1.22,8.11
15.36,78.25,red,groundnut,8.41,0.24,0.53,6.03,124,4978,450,8.02,0.63,0.99,7.11,1.71,12.65
15.36,78.24,Chowdu,Mahendra Jonna,8.32,0.17,0.54,1.79,191,5088,327,7.0,0.5,0.53,12.49,1.7,22.69
15.36,78.25,Chowdu,Jonna,9.12,0.29,0.2,2.78,122,5875,510,5.21,0.36,1.33,4.7,0.83,6.14
15.36,78.24,Chowdu,Pacha Jonna,9.17,0.45,0.18,2.41,170,5427,612,12.1,0.47,2.23,5.53,0.85,4.97
15.36,78.24,Chowdu+ Nalla regadi,Pacha Jonna,8.36,0.25,0.48,17.75,190,6098,959,14.74,0.57,1.37,16.59,2.22,11.44
15.37,78.25,Chowdu,Jonna,8.87,1.29,0.26,4.4,150,4698,753,218.81,0.34,5.46,6.61,1.04,5.83
15.37,78.25,Chowdu,Senaga,8.8,0.34,0.33,2.48,214,7881,961,9.9,0.38,1.3,9.03,1.07,6.15
15.36,78.26,Nalla regadi,Erra senaga,8.23,0.25,0.53,14.6,199,7931,658,9.13,0.46,0.77,4.13,0.99,6.78
15.37,78.24,Chowdu+ Red,Sunflower,8.8,0.3,0.37,4.16,237,6708,543,8.05,0.38,1.3,9.29,1.07,13.29
15.35,78.25,red,groundnut,9.01,0.31,0.33,3.16,160,6128,491,6.34,0.36,1.22,8.69,1.02,6.09
15.37,78.25,Chowdu +Black,Jonna,9.08,0.3,0.27,3.13,157,6725,656,6.04,0.34,1.39,7.54,0.91,6.66
15.35,78.24,Red + Nalla regadi,groundnut,8.1,4.55,0.64,7.45,245,6230,1437,339.96,0.71,4.67,4.23,1.63,10.12
15.36,78.2,Chowdu,Sunflower,8.45,0.2,0.26,7.76,165,4920,231,27.56,1.41,0.45,5.59,0.82,8.41
15.36,78.25,Nalla regadi,Erra Jonna,9.02,0.26,0.36,4.28,268,7347,844,4.59,0.33,1.29,9.42,1.05,7.52
15.36,78.21,Nalla regadi,"Veru senaga, Jonna",9.01,0.9,0.46,32.07,268,5029,1101,76.94,2.6,3.08,18.88,3.2,10.73
15.36,78.26,Erra maska,Senaga,8.32,0.2,0.42,15.63,251,7523,749,6.31,0.49,1.0,10.45,1.57,9.31
15.36,78.25,Nalla regadi + chowdu,Erra senaga,9.1,0.25,0.21,2.55,161,6955,912,4.04,0.31,0.99,5.33,0.82,3.22
15.35,78.21,Chowdu,Erra senaga,8.43,0.12,0.52,1.72,85,7946,728,8.35,0.28,0.66,4.93,1.11,3.02
15.36,78.24,Chowdu,Erra senaga,8.9,0.28,0.29,4.34,217,6548,927,4.32,0.35,0.82,11.83,1.12,8.73
15.37,78.26,Chowdu,Jonna,8.56,0.23,0.33,2.69,198,5368,497,265.21,0.33,2.21,8.11,1.02,6.35
15.36,78.2,Sand +Chowdu,Peasara + Pacha Gaddi,8.35,0.26,0.84,7.24,114,5012,475,7.91,0.5,0.9,9.1,1.68,9.8
15.37,78.25,Chowdu Sudda,Vari,8.88,0.59,0.3,2.69,180,6294,873,62.09,0.43,3.17,9.51,2.01,11.92
15.35,78.25,Chowdu,Vari,8.89,1.28,0.56,18.65,296,5057,997,114.52,1.45,3.12,18.78,3.1,25.94
15.37,78.24,Black + Chowdu,Pacha Jonna,8.94,0.3,0.52,5.68,235,6655,662,5.33,0.34,1.94,9.88,1.11,7.5
15.38,78.26,Chowdu + Black,Pacha Jonna,9.16,0.39,0.24,2.54,147,5321,518,16.26,0.3,2.42,6.95,0.78,6.47
15.53,77.58,Black,Cottan,7.48,0.16,0.31,14.11,92,905,328,2.84,0.72,0.55,6.07,0.9,10.96
15.53,77.58,Black,"Ground Nat,Cottan",6.0,0.13,0.34,23.54,101,557,78,13.17,0.71,0.41,11.4,0.98,21.66
15.54,77.57,Red,"Oniyan,Ground Nat",7.71,0.55,0.34,34.31,112,1195,396,56.61,1.13,0.73,2.89,0.88,5.7
15.54,77.57,Black,Cottan,6.52,0.07,0.25,9.67,64,687,115,2.2,0.45,0.25,12.82,0.88,18.12
15.53,77.58,sand,Cottan,7.9,0.13,0.34,10.86,81,1087,318,2.89,0.82,0.5,4.39,0.73,9.81
15.52,77.58,red,cotton,7.57,0.19,0.56,33.43,222,1857,542,15.22,1.09,0.98,6.17,2.29,17.41
15.53,77.6,Red,cotton,8.23,0.36,0.43,32.08,143,1357,675,14.55,0.92,1.36,5.6,1.68,17.89
15.53,77.57,Red,ground nut,7.68,0.14,0.27,23.86,71,771,326,4.65,1.27,0.49,6.9,1.11,13.76
15.54,77.58,Black,cotton,8.71,0.4,0.29,10.27,101,2622,242,14.52,0.32,0.8,6.97,0.79,10.17
15.54,77.56,Red,ground nut/groundnut,8.21,0.17,0.38,5.13,119,2713,464,3.58,0.75,0.83,2.99,1.18,7.66
15.53,77.57,Red,ground nut/groundnut,7.36,0.16,0.42,16.02,92,1076,446,6.38,1.0,0.77,4.84,1.12,17.32
15.54,77.57,Red,ground nut/groundnut,7.77,0.24,0.4,7.12,133,2394,195,7.43,0.98,0.59,10.58,1.16,13.06
15.54,77.56,Red,groundnut,6.36,0.08,0.55,21.34,83,1621,264,5.05,0.56,0.71,17.92,1.95,23.41
15.54,77.56,Red,ground nut/groundnut,8.15,0.25,0.55,45.17,168,2808,982,6.35,0.91,1.15,11.95,3.02,12.48
15.52,77.59,Red,cotton,5.76,0.12,0.43,19.91,134,923,204,11.58,1.0,0.86,10.24,1.8,38.96
15.55,77.58,Black,"Cottan,Ground Nat",6.77,0.09,0.2,22.52,55,696,160,3.17,0.4,0.37,8.55,0.69,11.05
15.54,77.57,Red,Cottan,6.13,0.14,0.42,38.49,136,1229,189,11.06,0.83,0.91,10.46,1.65,22.99
15.52,77.57,Red,Cottan,6.93,0.24,0.39,24.13,89,1890,197,7.61,0.51,0.52,10.38,1.35,22.46
15.52,77.58,Red,"Cottan,Ground Nat",7.51,0.14,0.34,21.97,108,1305,666,6.35,0.8,0.82,4.87,1.74,21.11
15.52,77.56,Red,Cottan,6.18,0.1,0.17,8.96,46,1269,177,3.5,0.24,0.38,7.87,1.27,14.82
15.53,77.56,Red,Grounat,6.72,0.13,0.5,37.85,120,2058,259,5.02,0.96,0.6,15.35,2.31,23.41
15.55,77.56,Black,Ground Nat,8.18,0.26,0.27,7.23,116,1976,117,4.79,0.5,0.49,5.84,0.79,7.51
15.53,77.55,Black,Ground Nat,7.6,0.23,0.28,17.73,136,645,343,7.02,0.77,0.59,2.73,0.96,11.27
15.52,77.58,Red,"Cottan,Ground Nat",8.04,0.17,0.33,21.9,116,932,389,4.04,0.75,0.74,3.17,0.72,8.77
15.52,77.54,Black,Cottan,8.3,0.36,0.38,7.63,237,6841,732,7.63,0.39,1.01,9.97,0.98,10.54
15.54,77.56,Black,Cottan,7.81,0.23,0.4,15.9,118,1443,508,11.29,1.77,1.04,3.19,1.7,16.03
15.52,77.6,Red,Ground Nat,8.15,0.36,0.34,10.13,141,2056,656,19.13,0.38,1.61,4.5,1.15,10.68
15.53,77.57,Red,"Cottan ,Groundnat",7.4,0.22,0.44,54.8,101,829,422,13.4,1.21,0.78,5.08,1.11,20.51
15.53,77.58,Red,Cottan,7.19,0.37,0.42,29.15,183,2231,183,16.47,0.63,0.95,12.14,1.3,23.82
15.53,77.58,Red,Ground Nat,6.96,0.27,0.24,20.0,92,1014,146,4.66,0.48,0.36,12.53,0.91,17.66
15.54,77.58,Black,"Cottan,Ground Nat",7.22,0.23,0.37,18.67,141,1130,178,9.9,0.59,0.55,12.22,0.88,13.73
15.54,77.58,Red,Cottan,5.96,0.14,0.34,23.65,91,504,101,9.47,0.64,0.58,17.64,1.03,23.45
15.54,77.58,Black,Cottan,6.62,0.18,0.26,12.64,69,740,87,9.05,2.37,0.41,9.28,0.71,15.81
15.53,77.57,Black,Ground Nat,7.98,0.36,0.26,19.99,97,1130,212,9.24,0.49,0.86,8.88,0.68,13.46
15.54,77.57,Black,"Cottan,Ground Nat",8.83,0.46,0.18,5.12,88,1611,225,10.44,0.29,1.14,4.87,0.58,7.7
15.53,77.55,Black,"Cottan,",7.63,0.15,0.15,11.7,81,1778,155,2.63,0.78,0.4,6.49,0.72,8.3
15.51,77.56,Black,Groundnut,7.78,0.18,0.54,20.05,110,1259,660,6.33,1.22,0.98,4.85,1.3,15.06
15.53,77.54,Black,Cottan,7.95,0.37,0.43,9.29,185,5205,225,17.65,0.74,0.89,6.94,1.18,10.91
15.53,77.55,Black,"Groundnut,Cottan",8.01,0.21,0.46,11.94,147,1989,459,7.06,0.81,0.76,4.41,1.67,11.87
15.53,77.55,Black,"Groundnut,Cottan",7.59,0.27,0.45,19.41,181,3820,265,11.39,1.37,0.67,8.83,1.36,14.6
15.52,77.54,Black,Cottan,8.05,0.4,0.41,7.08,323,6992,963,16.8,0.34,0.96,8.61,0.97,8.26
15.54,77.56,Red,"Ground nut,Cottan",8.3,0.16,0.29,19.31,70,1049,571,3.15,0.75,0.65,1.84,1.02,4.2
15.53,77.57,Red,Cottan,7.48,0.08,0.18,1.72,81,3074,265,4.67,0.15,0.46,4.41,1.32,6.1
15.52,77.56,Red,"Cottan,Castral",7.82,0.49,0.56,61.09,106,1344,438,12.23,1.14,1.04,3.01,0.66,7.82
15.52,77.56,Red,Cottan,7.07,0.15,0.48,17.93,103,2070,218,6.15,0.37,0.74,5.18,1.28,13.61
15.53,77.54,Black,Groundnut,8.65,0.49,0.32,11.26,173,3049,844,28.68,0.46,1.9,3.56,1.12,5.74
15.53,77.55,Black,Cottan,7.98,0.17,0.3,8.55,85,5719,514,3.35,0.28,0.46,3.7,0.95,5.95
15.52,77.56,Red,Cottan,6.61,0.12,0.28,19.58,132,742,115,6.9,0.39,0.52,5.2,0.64,12.12
15.5,77.56,Black,Cotton,6.53,0.08,0.37,9.3,74,683,139,3.48,0.35,0.41,7.01,0.64,13.85
15.51,77.63,Sand,Cotton,7.67,0.19,0.47,11.83,175,860,207,8.07,0.37,0.59,5.64,0.42,6.15
15.52,77.61,Red,Groundnut,5.21,0.04,0.08,13.23,36,211,43,1.74,0.19,0.11,11.8,0.37,14.37
15.52,77.63,Red,Cotton,5.64,0.04,0.17,11.79,45,338,64,2.22,0.25,0.18,10.91,0.47,15.16
15.53,77.63,Red,Cotton,7.64,0.3,0.31,24.06,100,1109,234,13.0,0.63,0.51,6.42,0.68,10.95
15.52,77.61,Black,Cotton,8.0,0.25,0.35,7.44,88,1120,170,6.92,0.3,0.49,6.1,0.83,10.69
15.52,77.61,Red,Groundnut,8.62,0.98,0.37,4.1,192,7280,878,58.3,0.43,2.71,13.79,1.04,7.36
15.51,77.61,Red,Cotton,8.22,0.31,0.32,5.46,212,9156,1006,4.54,0.4,0.93,13.81,1.29,19.02
15.52,77.62,Red,Cotton,8.63,0.23,0.42,4.11,196,7970,1164,3.45,0.44,1.02,12.29,1.03,8.57
15.52,77.62,Red,Groundnut,8.56,0.34,0.22,4.27,200,8759,1283,3.18,0.38,1.16,10.87,1.12,18.94
15.51,77.61,Red,Cotton,8.16,2.44,0.47,6.6,172,7054,818,55.31,0.38,1.43,11.78,1.02,13.15
15.52,77.62,Red,Groundnut,8.51,0.31,0.27,5.24,144,8394,1183,14.39,0.35,0.99,9.72,1.06,10.48
15.53,77.61,Black,Groundnut,8.68,0.28,0.3,2.85,146,8557,1297,8.37,0.34,1.37,7.45,1.01,12.23
15.5,77.64,Red,Groundnut,8.33,0.33,0.45,3.43,281,7357,753,9.57,0.42,0.89,10.83,1.24,14.81
15.52,77.63,Sand,Cotton,8.31,0.28,0.35,6.02,298,9007,1197,6.34,0.46,1.22,13.88,1.44,20.59
15.52,77.63,Sand,Groundnut,8.52,0.3,0.37,3.49,237,9002,1205,7.4,0.71,1.46,13.14,1.36,20.58
15.5,77.64,Red,Cotton,8.3,0.73,0.46,1.56,193,7754,1056,78.93,0.42,1.97,12.9,1.49,24.34
15.52,77.62,Sand,Cotton,8.11,0.71,0.38,5.86,205,8982,848,17.01,0.4,0.79,13.44,1.31,19.43
15.5,77.56,Red,Cotton,6.94,0.13,0.24,22.77,120,668,102,6.66,0.35,0.46,4.03,0.41,3.32
15.5,77.56,Red,GroundNut,8.2,0.46,0.37,36.96,133,860,445,22.09,0.77,1.2,4.74,0.94,13.38
15.51,77.56,Red,Cotton,6.62,0.13,0.23,20.09,103,598,107,7.07,0.37,0.55,6.05,0.7,13.54
15.5,77.55,Red,GroundNut,9.07,0.39,0.17,10.1,92,993,174,6.26,0.5,0.9,2.93,0.67,2.88
15.51,77.58,Black,Cotton,8.52,0.25,0.23,9.19,129,3474,244,10.48,0.27,0.62,5.28,0.58,6.06
15.5,77.58,Black,Cotton,6.34,0.08,0.13,21.07,66,266,36,3.2,0.39,0.22,7.24,0.51,11.05
15.51,77.56,Sand,Onian,8.97,0.32,0.16,9.78,72,1553,127,5.88,0.43,0.58,2.13,0.44,4.98
15.51,77.55,Sand,GroundNut,6.33,0.14,0.26,18.37,124,567,121,7.24,0.42,0.53,7.56,0.74,11.47
15.5,77.58,Red,Cotton,8.55,0.5,0.14,14.69,79,2001,144,18.55,0.31,0.72,4.02,0.4,5.52
15.51,77.54,Red,Cotton,7.66,0.15,0.23,16.95,83,703,102,5.6,0.4,0.41,3.87,0.58,10.9
15.51,77.55,Red,GroundNut,6.46,0.2,0.15,30.5,46,236,36,15.53,0.55,0.37,8.24,0.36,9.81
15.51,77.55,Red,Castor,6.93,0.18,0.21,13.5,76,475,76,5.33,0.5,0.31,6.49,0.51,10.14
15.51,77.55,Red,Cotton,6.83,0.37,0.38,25.9,133,839,166,31.81,0.55,0.77,7.06,0.91,16.22
15.51,77.56,Sand,GroundNut,8.14,0.22,0.27,4.67,99,2069,101,9.49,0.26,0.46,2.75,0.5,8.39
